,Year_bp,StateAbbr_bp,StateDesc_bp,CityName_bp,GeographicLevel_bp,Category_bp,UniqueID_bp,Measure_bp,PopulationCount_bp,GeoLocation_bp,MeasureId_bp,Census Tract,Lat_bp,Lng_bp,Year_chol,StateAbbr_chol,StateDesc_chol,CityName_chol,GeographicLevel_chol,Category_chol,UniqueID_chol,Measure_chol,PopulationCount_chol,GeoLocation_chol,MeasureId_chol,Lat_chol,Lng_chol,Year_dbt,StateAbbr_dbt,StateDesc_dbt,CityName_dbt,GeographicLevel_dbt,Category_dbt,UniqueID_dbt,Measure_dbt,PopulationCount_dbt,GeoLocation_dbt,MeasureId_dbt,Lat_dbt,Lng_dbt,Year_obs,StateAbbr_obs,StateDesc_obs,CityName_obs,GeographicLevel_obs,Category_obs,UniqueID_obs,Measure_obs,PopulationCount_obs,GeoLocation_obs,MeasureId_obs,Lat_obs,Lng_obs,Total 18+ Population,Total 18+ Male Population,Total Male 18 to 24 years,Total Male 18 to 24 years Less than 9th grade,"Total Male 18 to 24 years 9th to 12th grade, no diploma",Total Male 18 to 24 years High school graduate,"Total Male 18 to 24 years Some college, no degree",Total Male 18 to 24 years Associate's degree,Total Male 18 to 24 years Bachelor's degree,Total Male 18 to 24 years Graduate or professional degree,Total Male 25 to 34 years,Total Male 25 to 34 years Less than 9th grade,"Total Male 25 to 34 years 9th to 12th grade, no diploma",Total Male 25 to 34 years High school graduate,"Total Male 25 to 34 years Some college, no degree",Total Male 25 to 34 years Associate's degree,Total Male 25 to 34 years Bachelor's degree,Total Male 25 to 34 years Graduate or professional degree,Total Male 35 to 44 years,Total Male 35 to 44 years Less than 9th grade,"Total Male 35 to 44 years 9th to 12th grade, no diploma",Total Male 35 to 44 years High school graduate,"Total Male 35 to 44 years Some college, no degree",Total Male 35 to 44 years Associate's degree,Total Male 35 to 44 years Bachelor's degree,Total Male 35 to 44 years Graduate or professional degree,Total Male 45 to 64 years,Total Male 45 to 64 years Less than 9th grade,"Total Male 45 to 64 years 9th to 12th grade, no diploma",Total Male 45 to 64 years High school graduate,"Total Male 45 to 64 years Some college, no degree",Total Male 45 to 64 years Associate's degree,Total Male 45 to 64 years Bachelor's degree,Total Male 45 to 64 years Graduate or professional degree,Total Male 65 years and over,Total Male 65 years and over Less than 9th grade,"Total Male 65 years and over 9th to 12th grade, no diploma",Total Male 65 years and over High school graduate,"Total Male 65 years and over Some college, no degree",Total Male 65 years and over Associate's degree,Total Male 65 years and over Bachelor's degree,Total Male 65 years and over Graduate or professional degree,Total 18+ Female Population,Total Female 18 to 24 years,Total Female 18 to 24 years Less than 9th grade,"Total Female 18 to 24 years 9th to 12th grade, no diploma",Total Female 18 to 24 years High school graduate,"Total Female 18 to 24 years Some college, no degree",Total Female 18 to 24 years Associate's degree,Total Female 18 to 24 years Bachelor's degree,Total Female 18 to 24 years Graduate or professional degree,Total Female 25 to 34 years,Total Female 25 to 34 years Less than 9th grade,"Total Female 25 to 34 years 9th to 12th grade, no diploma",Total Female 25 to 34 years High school graduate,"Total Female 25 to 34 years Some college, no degree",Total Female 25 to 34 years Associate's degree,Total Female 25 to 34 years Bachelor's degree,Total Female 25 to 34 years Graduate or professional degree,Total Female 35 to 44 years,Total Female 35 to 44 years Less than 9th grade,"Total Female 35 to 44 years 9th to 12th grade, no diploma",Total Female 35 to 44 years High school graduate,"Total Female 35 to 44 years Some college, no degree",Total Female 35 to 44 years Associate's degree,Total Female 35 to 44 years Bachelor's degree,Total Female 35 to 44 years Graduate or professional degree,Total Female 45 to 64 years,Total Female 45 to 64 years Less than 9th grade,"Total Female 45 to 64 years 9th to 12th grade, no diploma",Total Female 45 to 64 years High school graduate,"Total Female 45 to 64 years Some college, no degree",Total Female 45 to 64 years Associate's degree,Total Female 45 to 64 years Bachelor's degree,Total Female 45 to 64 years Graduate or professional degree,Total Female 65 years and over,Total Female 65 years and over Less than 9th grade,"Total Female 65 years and over 9th to 12th grade, no diploma",Total Female 65 years and over High school graduate,"Total Female 65 years and over Some college, no degree",Total Female 65 years and over Associate's degree,Total Female 65 years and over Bachelor's degree,Total Female 65 years and over Graduate or professional degree,GEO_ID_x,Total Households,"Income < $10,000","Income $10,000-$14,999","Income $15,000-$24,999","Income $25,000-$34,999","Income $35,000-$49,999","Income $50,000-$74,999","Income $75,000-$99,999","Income $100,000-$149,999","Income $150,000-$199,999","Income > $200,000",Median Income (dollars),Mean Income (dollars),GEO_ID_y,Total Population,Total Male,Total Female,White Population,Black or African American Population,American Indian and Alaska Native Population,Asian Population,Native Hawaiian and Other Pacific Islander population,Some Other Race Population,GEO_ID
64,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001754,High blood pressure among adults aged >=18 Years,4599,"(30.4065557514, -97.7373059981)",BPHIGH,48453001754,30.4065557514,-97.7373059981,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001754,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4599,"(30.4065557514, -97.7373059981)",HIGHCHOL,30.4065557514,-97.7373059981,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001754,Diagnosed diabetes among adults aged >=18 Years,"4,599","(30.4065557514, -97.7373059981)",DIABETES,30.4065557514,-97.7373059981,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001754,Obesity among adults aged >=18 Years,"4,599","(30.4065557514, -97.7373059981)",OBESITY,30.4065557514,-97.7373059981,4248,2063,118,0,0,57,61,0,0,0,351,0,0,0,128,29,110,84,565,0,0,76,69,0,292,128,659,0,12,171,148,18,171,139,370,14,8,54,88,17,117,72,2185,148,0,2,35,76,14,21,0,575,0,0,0,245,0,292,38,496,0,18,41,160,50,180,47,706,40,0,112,79,46,183,246,260,17,8,59,63,9,41,63,1400000,2350,1.0,2.2,6.3,7.4,20.3,19.7,12.0,13.9,6.2,11.1,72516,93399,1400000,5037,2526,2511,4672,237,27,235,0,31,1400000
65,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002409,High blood pressure among adults aged >=18 Years,3180,"(30.207536194, -97.7935684377)",BPHIGH,48453002409,30.207536194,-97.7935684377,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002409,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3180,"(30.207536194, -97.7935684377)",HIGHCHOL,30.207536194,-97.7935684377,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002409,Diagnosed diabetes among adults aged >=18 Years,"3,180","(30.207536194, -97.7935684377)",DIABETES,30.207536194,-97.7935684377,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002409,Obesity among adults aged >=18 Years,"3,180","(30.207536194, -97.7935684377)",OBESITY,30.207536194,-97.7935684377,2925,1589,94,0,30,29,35,0,0,0,462,40,24,131,50,81,105,31,421,19,37,151,72,13,98,31,471,43,44,126,101,31,77,49,141,23,6,35,44,10,14,9,1336,113,0,0,59,8,11,35,0,327,0,7,62,64,7,135,52,325,43,11,40,72,19,84,56,428,22,32,163,90,32,72,17,143,12,26,65,18,0,7,15,1400000,1343,12.6,1.9,4.9,5.1,11.2,21.2,20.8,13.0,1.9,7.5,63099,77096,1400000,3530,1896,1634,3351,86,62,30,0,114,1400000
66,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001728,High blood pressure among adults aged >=18 Years,6952,"(30.1957498764, -97.816558213)",BPHIGH,48453001728,30.195749876399997,-97.816558213,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001728,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,6952,"(30.1957498764, -97.816558213)",HIGHCHOL,30.195749876399997,-97.816558213,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001728,Diagnosed diabetes among adults aged >=18 Years,"6,952","(30.1957498764, -97.816558213)",DIABETES,30.195749876399997,-97.816558213,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001728,Obesity among adults aged >=18 Years,"6,952","(30.1957498764, -97.816558213)",OBESITY,30.195749876399997,-97.816558213,6129,2885,142,0,0,61,53,0,28,0,606,0,0,126,90,29,321,40,872,84,98,86,185,30,303,86,956,40,30,89,257,79,258,203,309,29,0,20,51,32,108,69,3244,319,0,60,39,176,0,44,0,705,0,34,20,135,47,311,158,656,0,0,109,180,0,192,175,1115,22,106,197,268,78,225,219,449,41,0,123,130,63,60,32,1400000,2985,2.3,2.0,5.3,4.5,11.7,21.7,23.9,17.2,8.4,3.1,77722,90784,1400000,7403,3412,3991,6483,591,165,479,39,119,1400000
67,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001847,High blood pressure among adults aged >=18 Years,6752,"(30.4283193463, -97.6904273075)",BPHIGH,48453001847,30.4283193463,-97.6904273075,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001847,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,6752,"(30.4283193463, -97.6904273075)",HIGHCHOL,30.4283193463,-97.6904273075,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001847,Diagnosed diabetes among adults aged >=18 Years,"6,752","(30.4283193463, -97.6904273075)",DIABETES,30.4283193463,-97.6904273075,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001847,Obesity among adults aged >=18 Years,"6,752","(30.4283193463, -97.6904273075)",OBESITY,30.4283193463,-97.6904273075,5639,2678,151,0,0,72,36,0,43,0,890,0,25,138,311,16,286,114,618,0,17,131,167,33,200,70,730,0,0,35,155,92,335,113,289,27,19,0,119,0,16,108,2961,372,0,25,134,135,34,44,0,804,30,48,50,173,0,345,158,536,33,50,106,86,0,219,42,988,134,13,188,152,50,353,98,261,0,37,69,58,23,44,30,1400000,3001,2.3,0.8,11.0,7.2,8.9,24.6,16.3,15.3,9.5,4.1,67740,80659,1400000,6895,3372,3523,4261,964,65,1429,0,396,1400000
68,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001805,High blood pressure among adults aged >=18 Years,4750,"(30.3572024292, -97.7103158419)",BPHIGH,48453001805,30.3572024292,-97.71031584190001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001805,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4750,"(30.3572024292, -97.7103158419)",HIGHCHOL,30.3572024292,-97.71031584190001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001805,Diagnosed diabetes among adults aged >=18 Years,"4,750","(30.3572024292, -97.7103158419)",DIABETES,30.3572024292,-97.71031584190001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001805,Obesity among adults aged >=18 Years,"4,750","(30.3572024292, -97.7103158419)",OBESITY,30.3572024292,-97.71031584190001,3795,2317,431,7,80,206,124,0,14,0,910,191,51,338,179,10,96,45,357,25,17,130,102,0,64,19,544,101,52,157,71,17,105,41,75,42,0,13,12,0,0,8,1478,203,0,24,100,79,0,0,0,401,75,27,65,118,0,77,39,332,7,42,116,55,9,80,23,384,74,41,123,83,0,35,28,158,27,54,25,31,0,13,8,1400000,1827,12.2,11.4,16.6,10.5,14.2,15.2,7.3,8.2,2.4,2.0,33594,47852,1400000,4911,2980,1931,2351,433,0,176,0,2086,1400000
69,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001917,High blood pressure among adults aged >=18 Years,1035,"(30.2652325209, -97.8192599071)",BPHIGH,48453001917,30.265232520900003,-97.81925990709999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001917,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,1035,"(30.2652325209, -97.8192599071)",HIGHCHOL,30.265232520900003,-97.81925990709999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001917,Diagnosed diabetes among adults aged >=18 Years,"1,035","(30.2652325209, -97.8192599071)",DIABETES,30.265232520900003,-97.81925990709999,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001917,Obesity among adults aged >=18 Years,"1,035","(30.2652325209, -97.8192599071)",OBESITY,30.265232520900003,-97.81925990709999,3335,1631,45,0,10,0,25,10,0,0,96,0,0,0,31,0,55,10,361,3,0,6,21,10,224,97,823,0,0,52,30,19,358,364,306,0,0,0,28,0,115,163,1704,62,0,16,6,17,0,23,0,126,0,0,0,48,0,39,39,382,0,0,0,6,0,217,159,868,4,0,29,78,36,353,368,266,6,0,32,111,9,47,61,1400000,1698,2.0,1.1,0.9,2.8,2.9,7.5,8.8,18.6,12.7,42.6,169792,202016,1400000,4978,2506,2472,4537,0,40,352,141,19,1400000
70,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001761,High blood pressure among adults aged >=18 Years,6589,"(30.363129093, -97.832162857)",BPHIGH,48453001761,30.363129093,-97.83216285700001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001761,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,6589,"(30.363129093, -97.832162857)",HIGHCHOL,30.363129093,-97.83216285700001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001761,Diagnosed diabetes among adults aged >=18 Years,"6,589","(30.363129093, -97.832162857)",DIABETES,30.363129093,-97.83216285700001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001761,Obesity among adults aged >=18 Years,"6,589","(30.363129093, -97.832162857)",OBESITY,30.363129093,-97.83216285700001,5557,2789,244,0,53,76,115,0,0,0,482,0,0,53,0,43,277,109,519,15,0,16,147,14,146,181,1051,0,6,0,126,0,569,350,493,0,52,15,29,0,137,260,2768,187,0,34,19,48,0,86,0,660,0,0,46,230,15,225,144,455,0,0,0,27,0,285,143,1031,0,6,32,139,73,417,364,435,0,0,78,51,13,253,40,1400000,3043,2.8,0.0,3.5,3.1,9.3,19.3,8.2,14.3,7.9,31.7,110262,177147,1400000,7350,3651,3699,6810,76,114,507,199,67,1400000
71,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001822,High blood pressure among adults aged >=18 Years,6573,"(30.3741925894, -97.6963165649)",BPHIGH,48453001822,30.3741925894,-97.6963165649,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001822,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,6573,"(30.3741925894, -97.6963165649)",HIGHCHOL,30.3741925894,-97.6963165649,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001822,Diagnosed diabetes among adults aged >=18 Years,"6,573","(30.3741925894, -97.6963165649)",DIABETES,30.3741925894,-97.6963165649,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001822,Obesity among adults aged >=18 Years,"6,573","(30.3741925894, -97.6963165649)",OBESITY,30.3741925894,-97.6963165649,5219,2986,207,50,53,66,38,0,0,0,1221,385,139,294,157,0,217,29,669,274,21,243,38,67,26,0,774,256,94,49,208,53,97,17,115,0,57,11,0,46,1,0,2233,281,52,91,104,6,8,20,0,681,85,49,202,133,24,116,72,423,68,56,130,26,16,73,54,652,210,41,77,145,0,145,34,196,0,75,71,50,0,0,0,1400000,2531,6.0,4.6,16.6,13.7,22.6,20.2,7.8,5.8,0.0,2.7,38250,50390,1400000,7167,3895,3272,4966,509,57,87,0,1747,1400000
72,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000102,High blood pressure among adults aged >=18 Years,2552,"(30.3259687199, -97.7672291772)",BPHIGH,48453000102,30.325968719899997,-97.7672291772,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000102,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2552,"(30.3259687199, -97.7672291772)",HIGHCHOL,30.325968719899997,-97.7672291772,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000102,Diagnosed diabetes among adults aged >=18 Years,"2,552","(30.3259687199, -97.7672291772)",DIABETES,30.325968719899997,-97.7672291772,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453000102,Obesity among adults aged >=18 Years,"2,552","(30.3259687199, -97.7672291772)",OBESITY,30.325968719899997,-97.7672291772,2058,940,51,0,13,0,38,0,0,0,47,0,0,0,21,0,8,18,147,0,0,0,15,0,66,66,414,2,0,32,36,6,171,167,281,0,0,0,7,10,65,199,1118,65,0,1,16,41,0,7,0,60,0,8,0,18,0,17,17,171,0,2,12,2,0,115,40,530,3,0,21,79,0,225,202,292,9,0,19,62,0,94,108,1400000,1107,1.8,0.6,2.9,3.7,5.8,7.6,4.0,20.0,21.2,32.4,157563,238156,1400000,2640,1226,1414,2506,116,37,65,0,0,1400000
73,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001856,High blood pressure among adults aged >=18 Years,2738,"(30.353335584, -97.6079431835)",BPHIGH,48453001856,30.353335584,-97.6079431835,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001856,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2738,"(30.353335584, -97.6079431835)",HIGHCHOL,30.353335584,-97.6079431835,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001856,Diagnosed diabetes among adults aged >=18 Years,"2,738","(30.353335584, -97.6079431835)",DIABETES,30.353335584,-97.6079431835,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001856,Obesity among adults aged >=18 Years,"2,738","(30.353335584, -97.6079431835)",OBESITY,30.353335584,-97.6079431835,5983,3184,161,0,25,103,33,0,0,0,717,0,0,121,180,63,285,68,956,38,264,68,164,102,225,95,1055,15,79,187,295,113,154,212,295,8,10,92,97,9,32,47,2799,155,0,17,69,65,0,0,4,688,26,13,92,265,49,144,99,656,51,32,155,102,20,239,57,1003,8,51,221,201,154,283,85,297,107,22,45,41,0,43,39,1400000,2535,3.9,2.0,2.6,3.0,8.8,19.4,19.1,27.2,6.2,7.9,88646,98520,1400000,8421,4444,3977,5197,2036,96,682,75,683,1400000
74,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000801,High blood pressure among adults aged >=18 Years,1498,"(30.2669542063, -97.7014857394)",BPHIGH,48453000801,30.2669542063,-97.7014857394,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000801,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,1498,"(30.2669542063, -97.7014857394)",HIGHCHOL,30.2669542063,-97.7014857394,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000801,Diagnosed diabetes among adults aged >=18 Years,"1,498","(30.2669542063, -97.7014857394)",DIABETES,30.2669542063,-97.7014857394,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453000801,Obesity among adults aged >=18 Years,"1,498","(30.2669542063, -97.7014857394)",OBESITY,30.2669542063,-97.7014857394,1592,792,24,0,0,16,8,0,0,0,292,37,34,54,33,23,64,47,116,0,30,11,1,44,21,9,173,15,9,81,30,0,29,9,187,50,9,102,20,0,0,6,800,89,0,27,0,46,3,13,0,108,0,10,17,47,0,9,25,78,14,0,0,6,0,28,30,188,5,35,69,36,13,13,17,337,158,50,57,30,0,22,20,1400000,633,11.7,5.2,13.0,7.0,15.5,25.6,8.8,7.0,4.1,2.2,43417,59331,1400000,1877,958,919,1517,164,76,0,0,196,1400000
75,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002304,High blood pressure among adults aged >=18 Years,2794,"(30.2435864378, -97.7233108422)",BPHIGH,48453002304,30.2435864378,-97.7233108422,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002304,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2794,"(30.2435864378, -97.7233108422)",HIGHCHOL,30.2435864378,-97.7233108422,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002304,Diagnosed diabetes among adults aged >=18 Years,"2,794","(30.2435864378, -97.7233108422)",DIABETES,30.2435864378,-97.7233108422,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002304,Obesity among adults aged >=18 Years,"2,794","(30.2435864378, -97.7233108422)",OBESITY,30.2435864378,-97.7233108422,3248,2037,314,48,31,11,76,4,123,21,895,52,9,59,104,9,519,143,479,154,0,116,22,9,60,118,324,42,70,60,31,20,67,34,25,16,0,0,0,0,0,9,1211,204,14,22,18,36,0,94,20,604,21,33,88,22,6,248,186,249,63,0,9,39,31,52,55,113,0,10,20,9,63,5,6,41,0,0,11,17,13,0,0,1400000,1880,4.0,5.5,5.9,10.3,18.1,12.7,11.4,24.8,5.7,1.6,64286,74041,1400000,3657,2195,1462,3100,234,9,274,10,140,1400000
76,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001742,High blood pressure among adults aged >=18 Years,184,"(30.3610509528, -97.9204696959)",BPHIGH,48453001742,30.361050952800003,-97.9204696959,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001742,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,184,"(30.3610509528, -97.9204696959)",HIGHCHOL,30.361050952800003,-97.9204696959,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001742,Diagnosed diabetes among adults aged >=18 Years,184,"(30.3610509528, -97.9204696959)",DIABETES,30.361050952800003,-97.9204696959,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001742,Obesity among adults aged >=18 Years,184,"(30.3610509528, -97.9204696959)",OBESITY,30.361050952800003,-97.9204696959,4479,1983,127,45,33,16,17,0,16,0,180,0,41,21,59,16,24,19,527,0,95,66,91,63,115,97,847,0,0,162,250,61,276,98,302,0,14,0,43,17,72,156,2496,168,0,0,0,60,108,0,0,333,97,0,49,35,0,127,25,604,0,116,69,51,18,271,79,922,163,12,230,142,65,205,105,469,0,0,164,88,14,81,122,1400000,2239,8.7,2.0,7.1,6.7,10.6,16.1,7.9,11.3,12.8,16.9,69974,117402,1400000,6075,2793,3282,5827,99,0,281,79,0,1400000
77,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000902,High blood pressure among adults aged >=18 Years,5413,"(30.2591919575, -97.7159700432)",BPHIGH,48453000902,30.2591919575,-97.7159700432,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000902,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,5413,"(30.2591919575, -97.7159700432)",HIGHCHOL,30.2591919575,-97.7159700432,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000902,Diagnosed diabetes among adults aged >=18 Years,"5,413","(30.2591919575, -97.7159700432)",DIABETES,30.2591919575,-97.7159700432,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453000902,Obesity among adults aged >=18 Years,"5,413","(30.2591919575, -97.7159700432)",OBESITY,30.2591919575,-97.7159700432,4247,2108,172,0,40,61,17,11,43,0,682,22,35,86,111,14,359,55,509,40,0,78,50,9,256,76,486,73,99,110,54,26,66,58,259,133,9,101,16,0,0,0,2139,196,17,34,85,15,0,45,0,704,18,5,197,94,27,184,179,424,40,62,46,47,20,149,60,469,104,34,229,39,0,30,33,346,132,37,115,62,0,0,0,1400000,2161,9.2,5.5,13.7,12.7,11.0,17.0,6.9,13.3,6.7,4.0,46969,69807,1400000,5473,2704,2769,4438,294,25,111,0,705,1400000
78,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001605,High blood pressure among adults aged >=18 Years,3743,"(30.2867724621, -97.7605749891)",BPHIGH,48453001605,30.2867724621,-97.7605749891,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001605,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3743,"(30.2867724621, -97.7605749891)",HIGHCHOL,30.2867724621,-97.7605749891,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001605,Diagnosed diabetes among adults aged >=18 Years,"3,743","(30.2867724621, -97.7605749891)",DIABETES,30.2867724621,-97.7605749891,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001605,Obesity among adults aged >=18 Years,"3,743","(30.2867724621, -97.7605749891)",OBESITY,30.2867724621,-97.7605749891,3316,1649,99,9,25,0,65,0,0,0,570,17,0,0,67,0,397,89,263,0,0,0,22,34,131,76,478,1,1,0,48,0,212,216,239,0,0,26,41,0,9,163,1667,178,0,0,22,17,0,139,0,429,0,15,0,9,0,243,162,355,8,1,10,13,0,217,106,551,0,0,9,33,15,210,284,154,0,0,15,41,0,58,40,1400000,1905,4.9,0.5,6.7,8.2,5.8,14.7,12.1,8.6,11.5,27.0,89798,169383,1400000,4041,1974,2067,3854,11,10,92,0,84,1400000
79,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001839,High blood pressure among adults aged >=18 Years,7267,"(30.4047333982, -97.6589226842)",BPHIGH,48453001839,30.4047333982,-97.65892268420001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001839,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,7267,"(30.4047333982, -97.6589226842)",HIGHCHOL,30.4047333982,-97.65892268420001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001839,Diagnosed diabetes among adults aged >=18 Years,"7,267","(30.4047333982, -97.6589226842)",DIABETES,30.4047333982,-97.65892268420001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001839,Obesity among adults aged >=18 Years,"7,267","(30.4047333982, -97.6589226842)",OBESITY,30.4047333982,-97.65892268420001,6613,3275,398,10,14,87,211,0,68,8,989,44,86,134,298,40,277,110,669,18,115,197,124,25,100,90,962,25,79,197,378,71,185,27,257,43,0,0,62,24,33,95,3338,443,17,121,112,109,8,76,0,944,112,0,44,243,55,427,63,746,0,60,153,112,47,261,113,977,28,0,303,390,15,166,75,228,79,58,45,0,0,22,24,1400000,3325,2.5,1.6,6.0,5.6,13.7,29.1,14.8,20.1,4.2,2.4,68650,75740,1400000,7969,3995,3974,4703,1052,185,2044,22,179,1400000
80,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001819,High blood pressure among adults aged >=18 Years,4265,"(30.3634311331, -97.7026508753)",BPHIGH,48453001819,30.3634311331,-97.70265087530001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001819,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4265,"(30.3634311331, -97.7026508753)",HIGHCHOL,30.3634311331,-97.70265087530001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001819,Diagnosed diabetes among adults aged >=18 Years,"4,265","(30.3634311331, -97.7026508753)",DIABETES,30.3634311331,-97.70265087530001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001819,Obesity among adults aged >=18 Years,"4,265","(30.3634311331, -97.7026508753)",OBESITY,30.3634311331,-97.70265087530001,2833,1582,123,0,18,85,8,0,12,0,409,83,108,136,10,21,41,10,585,181,137,128,22,12,40,65,394,26,89,86,70,55,29,39,71,20,0,17,0,0,10,24,1251,96,0,42,45,9,0,0,0,471,168,71,112,44,19,51,6,309,124,59,28,32,0,16,50,254,19,68,39,39,10,54,25,121,83,0,18,7,0,13,0,1400000,1396,4.3,9.4,21.6,15.7,19.0,12.0,9.0,5.7,2.2,1.1,34583,49155,1400000,4193,2371,1822,2597,174,45,290,0,1087,1400000
